ID,SYMBOL,PURCHASE_PRICE,DATE,QUANTITY_PURCHASED,CURRENT_WORTH,DOLLARS_SPENT
328,XMR,7.793297768,2016-12-08 0:00:00,1.833076922,223.4826647,14.28571428
328,XMR,7.688058853,2016-11-22 0:00:00,1.858169215,223.4826647,14.28571428
328,XMR,7.358680725,2016-10-01 0:00:00,1.941341773,223.4826647,14.28571429
328,XMR,7.29721117,2016-11-15 0:00:00,1.957695064,223.4826647,14.28571429
328,XMR,6.879058838,2016-10-08 0:00:00,2.076696046,223.4826647,14.28571429
328,XMR,6.563901901,2016-10-15 0:00:00,2.176405818,223.4826647,14.28571429
328,XMR,6.516456127,2016-10-22 0:00:00,2.192252047,223.4826647,14.28571428
328,XMR,6.316192627,2016-11-08 0:00:00,2.261760388,223.4826647,14.28571429
328,XMR,4.713088512,2016-11-01 0:00:00,3.031072777,223.4826647,14.28571428
3602,BSV,336.2476481,2020-02-08 0:00:00,0.042485693,24.58064968,14.28571435
3602,BSV,312.7556598,2020-01-15 0:00:00,0.045676917,24.58064968,14.28571431
3602,BSV,310.0778287,2020-02-15 0:00:00,0.046071383,24.58064968,14.28571441
3602,BSV,308.9052656,2020-01-22 0:00:00,0.046246263,24.58064968,14.28571416
3602,BSV,280.4068074,2020-02-22 0:00:00,0.050946389,24.58064968,14.28571429
3602,BSV,278.649446,2020-02-01 0:00:00,0.051267693,24.58064968,14.28571425
3602,BSV,243.3483519,2020-08-01 0:00:00,0.058704792,24.58064968,14.28571438
3602,BSV,232.7456778,2020-08-08 0:00:00,0.061379074,24.58064968,14.28571418
3602,BSV,228.517919,2020-03-01 0:00:00,0.062514635,24.58064968,14.2857143
3602,BSV,224.0357763,2020-08-15 0:00:00,0.063765326,24.58064968,14.28571431
3602,BSV,217.0862337,2020-04-08 0:00:00,0.065806634,24.58064968,14.28571433
3602,BSV,213.3973407,2020-05-01 0:00:00,0.0669442,24.58064968,14.28571426
3602,BSV,210.5623387,2020-05-08 0:00:00,0.067845534,24.58064968,14.28571431
3602,BSV,203.6662412,2020-09-01 0:00:00,0.07014277,24.58064968,14.28571431
3602,BSV,202.7431918,2020-06-01 0:00:00,0.070462116,24.58064968,14.2857143
3602,BSV,197.9492618,2020-03-08 0:00:00,0.072168566,24.58064968,14.28571436
3602,BSV,196.6582871,2020-08-22 0:00:00,0.07264232,24.58064968,14.28571422
3602,BSV,194.9689628,2020-05-22 0:00:00,0.073271736,24.58064968,14.28571437
3602,BSV,192.2945367,2020-04-22 0:00:00,0.074290796,24.58064968,14.2857142
3602,BSV,191.93211,2020-06-08 0:00:00,0.07443108,24.58064968,14.28571423
3602,BSV,188.9829949,2020-07-08 0:00:00,0.075592591,24.58064968,14.28571424
3602,BSV,187.6752651,2020-05-15 0:00:00,0.076119324,24.58064968,14.28571431
3602,BSV,182.156995,2020-04-15 0:00:00,0.078425285,24.58064968,14.28571425
3602,BSV,181.7081642,2020-07-22 0:00:00,0.078619001,24.58064968,14.28571434
3602,BSV,179.6746273,2020-07-15 0:00:00,0.079508802,24.58064968,14.28571437
3602,BSV,175.7101915,2020-06-22 0:00:00,0.081302707,24.58064968,14.28571422
3602,BSV,175.6608849,2020-06-15 0:00:00,0.081325528,24.58064968,14.28571421
3602,BSV,168.0016979,2020-04-01 0:00:00,0.085033154,24.58064968,14.28571425
3602,BSV,157.7841023,2020-03-22 0:00:00,0.09053963,24.58064968,14.28571424
3602,BSV,157.0987508,2020-07-01 0:00:00,0.090934614,24.58064968,14.28571426
3602,BSV,122.9458925,2020-03-15 0:00:00,0.116195133,24.58064968,14.28571433
3602,BSV,109.08938,2018-12-22 0:00:00,0.130954217,24.58064968,14.28571434
3602,BSV,98.68031581,2018-12-08 0:00:00,0.144767618,24.58064968,14.28571426
3635,CRO,0.152646167,2020-09-22 0:00:00,93.58711443,0.1211761752,14.2857143
372,BCN,0.0000728503,2015-08-08 0:00:00,196096.7314,0.001431692661,14.28570571
463,BTS,0.012287354,2015-01-22 0:00:00,1162.635517,0.04690420266,14.28571417
463,BTS,0.011174957,2015-01-15 0:00:00,1278.368583,0.04690420266,14.28571395
463,BTS,0.010650897,2015-03-01 0:00:00,1341.268604,0.04690420266,14.28571375
463,BTS,0.010465845,2015-02-01 0:00:00,1364.984377,0.04690420266,14.28571492
463,BTS,0.009472718,2015-02-08 0:00:00,1508.090391,0.04690420266,14.28571499
